_id,groupId,date
lesson_id_290,group_id_14,2022-01-04T14:30:00.000Z
lesson_id_291,group_id_4,2022-01-04T11:30:00.000Z
lesson_id_292,group_id_14,2022-01-04T20:30:00.000Z
lesson_id_293,group_id_10,2022-01-04T19:30:00.000Z
lesson_id_294,group_id_18,2022-01-04T09:30:00.000Z
lesson_id_295,group_id_3,2022-01-04T14:30:00.000Z
lesson_id_296,group_id_11,2022-01-04T10:30:00.000Z
lesson_id_297,group_id_17,2022-01-04T09:30:00.000Z
lesson_id_298,group_id_14,2022-01-04T09:00:00.000Z
lesson_id_299,group_id_12,2022-01-05T18:30:00.000Z
lesson_id_300,group_id_15,2022-01-05T21:00:00.000Z
lesson_id_301,group_id_7,2022-01-05T13:00:00.000Z
lesson_id_302,group_id_10,2022-01-05T16:30:00.000Z
lesson_id_303,group_id_4,2022-01-05T09:00:00.000Z
lesson_id_304,group_id_6,2022-01-05T13:00:00.000Z
lesson_id_305,group_id_18,2022-01-05T15:00:00.000Z
lesson_id_306,group_id_8,2022-01-05T10:30:00.000Z
lesson_id_307,group_id_4,2022-01-05T19:00:00.000Z
lesson_id_308,group_id_16,2022-01-05T20:30:00.000Z
lesson_id_309,group_id_17,2022-01-05T20:30:00.000Z
lesson_id_310,group_id_16,2022-01-06T16:00:00.000Z
lesson_id_311,group_id_15,2022-01-06T17:00:00.000Z
lesson_id_312,group_id_13,2022-01-06T12:00:00.000Z
lesson_id_313,group_id_3,2022-01-06T13:30:00.000Z
lesson_id_314,group_id_11,2022-01-06T21:30:00.000Z
lesson_id_315,group_id_1,2022-01-06T13:30:00.000Z
lesson_id_316,group_id_19,2022-01-06T18:30:00.000Z
lesson_id_317,group_id_5,2022-01-06T16:30:00.000Z
lesson_id_318,group_id_12,2022-01-06T14:30:00.000Z
lesson_id_319,group_id_15,2022-01-06T14:00:00.000Z
lesson_id_320,group_id_19,2022-01-07T15:00:00.000Z
lesson_id_321,group_id_14,2022-01-07T09:30:00.000Z
lesson_id_322,group_id_16,2022-01-07T20:30:00.000Z
lesson_id_323,group_id_13,2022-01-07T19:00:00.000Z
lesson_id_324,group_id_16,2022-01-07T09:00:00.000Z
lesson_id_325,group_id_17,2022-01-07T18:30:00.000Z
lesson_id_326,group_id_4,2022-01-07T16:00:00.000Z
lesson_id_327,group_id_17,2022-01-07T16:00:00.000Z
lesson_id_328,group_id_14,2022-01-08T19:00:00.000Z
lesson_id_329,group_id_3,2022-01-08T16:30:00.000Z
lesson_id_330,group_id_11,2022-01-08T18:30:00.000Z
lesson_id_331,group_id_3,2022-01-08T14:30:00.000Z
lesson_id_332,group_id_11,2022-01-08T19:30:00.000Z
lesson_id_333,group_id_18,2022-01-08T09:00:00.000Z
lesson_id_334,group_id_8,2022-01-08T19:30:00.000Z
lesson_id_335,group_id_8,2022-01-08T20:00:00.000Z
lesson_id_336,group_id_4,2022-01-09T21:00:00.000Z
lesson_id_337,group_id_15,2022-01-09T11:30:00.000Z
lesson_id_338,group_id_1,2022-01-09T09:30:00.000Z
lesson_id_339,group_id_2,2022-01-09T13:30:00.000Z
lesson_id_340,group_id_12,2022-01-09T15:00:00.000Z
lesson_id_341,group_id_8,2022-01-09T17:30:00.000Z
lesson_id_342,group_id_19,2022-01-09T19:00:00.000Z
lesson_id_343,group_id_6,2022-01-09T11:00:00.000Z
lesson_id_344,group_id_20,2022-01-09T15:00:00.000Z
lesson_id_345,group_id_16,2022-01-09T18:00:00.000Z
lesson_id_346,group_id_15,2022-01-10T19:30:00.000Z
lesson_id_347,group_id_15,2022-01-10T13:00:00.000Z
lesson_id_348,group_id_15,2022-01-10T13:00:00.000Z
lesson_id_349,group_id_3,2022-01-10T16:30:00.000Z
lesson_id_350,group_id_19,2022-01-10T13:30:00.000Z
lesson_id_351,group_id_9,2022-01-10T16:30:00.000Z
lesson_id_352,group_id_7,2022-01-10T15:30:00.000Z
lesson_id_353,group_id_4,2022-01-10T12:30:00.000Z
lesson_id_354,group_id_12,2022-01-11T18:30:00.000Z
lesson_id_355,group_id_10,2022-01-11T09:30:00.000Z
lesson_id_356,group_id_9,2022-01-11T09:00:00.000Z
lesson_id_357,group_id_20,2022-01-11T20:30:00.000Z
lesson_id_358,group_id_10,2022-01-11T21:00:00.000Z
lesson_id_359,group_id_20,2022-01-11T21:30:00.000Z
lesson_id_360,group_id_8,2022-01-11T19:00:00.000Z
lesson_id_361,group_id_20,2022-01-11T13:00:00.000Z
lesson_id_362,group_id_4,2022-01-11T19:00:00.000Z
lesson_id_363,group_id_10,2022-01-11T21:30:00.000Z
lesson_id_364,group_id_2,2022-01-11T18:30:00.000Z
lesson_id_365,group_id_3,2022-01-12T13:30:00.000Z
lesson_id_366,group_id_14,2022-01-12T11:00:00.000Z
lesson_id_367,group_id_5,2022-01-12T21:30:00.000Z
lesson_id_368,group_id_17,2022-01-12T17:30:00.000Z
lesson_id_369,group_id_6,2022-01-12T13:30:00.000Z
lesson_id_370,group_id_10,2022-01-12T20:30:00.000Z
lesson_id_371,group_id_4,2022-01-12T16:00:00.000Z
lesson_id_372,group_id_5,2022-01-12T21:00:00.000Z
lesson_id_373,group_id_18,2022-01-13T14:00:00.000Z
lesson_id_374,group_id_13,2022-01-13T09:30:00.000Z
lesson_id_375,group_id_18,2022-01-13T10:30:00.000Z
lesson_id_376,group_id_12,2022-01-13T19:30:00.000Z
lesson_id_377,group_id_19,2022-01-13T15:30:00.000Z
lesson_id_378,group_id_4,2022-01-13T19:00:00.000Z
lesson_id_379,group_id_16,2022-01-13T09:30:00.000Z
lesson_id_380,group_id_20,2022-01-13T12:00:00.000Z
lesson_id_381,group_id_15,2022-01-13T20:30:00.000Z
lesson_id_382,group_id_14,2022-01-13T10:00:00.000Z
lesson_id_383,group_id_2,2022-01-14T13:30:00.000Z
lesson_id_384,group_id_4,2022-01-14T10:00:00.000Z
lesson_id_385,group_id_18,2022-01-14T11:30:00.000Z
lesson_id_386,group_id_15,2022-01-14T14:30:00.000Z
lesson_id_387,group_id_19,2022-01-14T20:00:00.000Z
lesson_id_388,group_id_14,2022-01-14T19:00:00.000Z
lesson_id_389,group_id_16,2022-01-14T18:30:00.000Z
lesson_id_390,group_id_2,2022-01-15T20:30:00.000Z
lesson_id_391,group_id_7,2022-01-15T16:30:00.000Z
lesson_id_392,group_id_8,2022-01-15T14:00:00.000Z
lesson_id_393,group_id_12,2022-01-15T17:30:00.000Z
lesson_id_394,group_id_2,2022-01-15T15:30:00.000Z
lesson_id_395,group_id_7,2022-01-15T10:30:00.000Z
lesson_id_396,group_id_3,2022-01-15T19:00:00.000Z
lesson_id_397,group_id_20,2022-01-15T09:00:00.000Z
lesson_id_398,group_id_11,2022-01-15T12:00:00.000Z
lesson_id_399,group_id_7,2022-01-16T10:00:00.000Z
lesson_id_400,group_id_19,2022-01-16T12:00:00.000Z
lesson_id_401,group_id_11,2022-01-16T21:00:00.000Z
lesson_id_402,group_id_20,2022-01-16T09:30:00.000Z
lesson_id_403,group_id_5,2022-01-16T11:30:00.000Z
lesson_id_404,group_id_6,2022-01-16T10:00:00.000Z
lesson_id_405,group_id_5,2022-01-16T09:30:00.000Z
lesson_id_406,group_id_8,2022-01-16T18:30:00.000Z
lesson_id_407,group_id_1,2022-01-16T11:30:00.000Z
lesson_id_408,group_id_2,2022-01-16T11:30:00.000Z
lesson_id_409,group_id_17,2022-01-16T10:00:00.000Z
lesson_id_410,group_id_15,2022-01-17T21:30:00.000Z
lesson_id_411,group_id_17,2022-01-17T18:00:00.000Z
lesson_id_412,group_id_15,2022-01-17T17:00:00.000Z
lesson_id_413,group_id_20,2022-01-17T09:30:00.000Z
lesson_id_414,group_id_15,2022-01-17T19:00:00.000Z
lesson_id_415,group_id_2,2022-01-17T16:30:00.000Z
lesson_id_416,group_id_14,2022-01-17T19:00:00.000Z
lesson_id_417,group_id_16,2022-01-17T20:30:00.000Z
lesson_id_418,group_id_3,2022-01-17T10:30:00.000Z
lesson_id_419,group_id_20,2022-01-17T11:00:00.000Z
lesson_id_420,group_id_9,2022-01-18T18:30:00.000Z
lesson_id_421,group_id_13,2022-01-18T18:30:00.000Z
lesson_id_422,group_id_15,2022-01-18T17:30:00.000Z
lesson_id_423,group_id_4,2022-01-18T21:00:00.000Z
lesson_id_424,group_id_18,2022-01-18T20:00:00.000Z
lesson_id_425,group_id_14,2022-01-18T16:00:00.000Z
lesson_id_426,group_id_14,2022-01-18T14:30:00.000Z
lesson_id_427,group_id_13,2022-01-18T15:00:00.000Z
lesson_id_428,group_id_14,2022-01-19T14:30:00.000Z
lesson_id_429,group_id_12,2022-01-19T11:30:00.000Z
lesson_id_430,group_id_3,2022-01-19T10:00:00.000Z
lesson_id_431,group_id_3,2022-01-19T15:00:00.000Z
lesson_id_432,group_id_12,2022-01-19T21:00:00.000Z
lesson_id_433,group_id_18,2022-01-19T09:30:00.000Z
lesson_id_434,group_id_4,2022-01-19T15:30:00.000Z
lesson_id_435,group_id_14,2022-01-19T20:00:00.000Z
lesson_id_436,group_id_10,2022-01-19T18:30:00.000Z
lesson_id_437,group_id_4,2022-01-20T18:00:00.000Z
lesson_id_438,group_id_5,2022-01-20T19:30:00.000Z
lesson_id_439,group_id_8,2022-01-20T10:30:00.000Z
lesson_id_440,group_id_18,2022-01-20T14:00:00.000Z
lesson_id_441,group_id_9,2022-01-20T18:00:00.000Z
lesson_id_442,group_id_14,2022-01-20T17:00:00.000Z
lesson_id_443,group_id_20,2022-01-20T19:30:00.000Z
lesson_id_444,group_id_1,2022-01-20T11:30:00.000Z
lesson_id_445,group_id_10,2022-01-20T14:30:00.000Z
lesson_id_446,group_id_6,2022-01-21T11:30:00.000Z
lesson_id_447,group_id_3,2022-01-21T11:00:00.000Z
lesson_id_448,group_id_3,2022-01-21T20:00:00.000Z
lesson_id_449,group_id_13,2022-01-21T15:30:00.000Z
lesson_id_450,group_id_11,2022-01-21T11:30:00.000Z
lesson_id_451,group_id_10,2022-01-21T20:30:00.000Z
