_id,lessonId,studentId
attendance_id_273,lesson_id_51,student_id_21
attendance_id_274,lesson_id_51,student_id_94
attendance_id_275,lesson_id_51,student_id_102
attendance_id_276,lesson_id_51,student_id_41
attendance_id_277,lesson_id_51,student_id_53
attendance_id_278,lesson_id_51,student_id_145
attendance_id_279,lesson_id_52,student_id_3
attendance_id_280,lesson_id_52,student_id_9
attendance_id_281,lesson_id_52,student_id_139
attendance_id_282,lesson_id_52,student_id_86
attendance_id_283,lesson_id_52,student_id_84
attendance_id_284,lesson_id_53,student_id_11
attendance_id_285,lesson_id_53,student_id_127
attendance_id_286,lesson_id_53,student_id_80
attendance_id_287,lesson_id_53,student_id_8
attendance_id_288,lesson_id_54,student_id_60
attendance_id_289,lesson_id_54,student_id_26
attendance_id_290,lesson_id_54,student_id_22
attendance_id_291,lesson_id_54,student_id_26
attendance_id_292,lesson_id_55,student_id_130
attendance_id_293,lesson_id_55,student_id_100
attendance_id_294,lesson_id_55,student_id_25
attendance_id_295,lesson_id_55,student_id_5
attendance_id_296,lesson_id_55,student_id_37
attendance_id_297,lesson_id_55,student_id_85
attendance_id_298,lesson_id_55,student_id_76
attendance_id_299,lesson_id_56,student_id_100
attendance_id_300,lesson_id_56,student_id_14
attendance_id_301,lesson_id_56,student_id_46
attendance_id_302,lesson_id_56,student_id_44
attendance_id_303,lesson_id_56,student_id_7
attendance_id_304,lesson_id_56,student_id_104
attendance_id_305,lesson_id_56,student_id_95
attendance_id_306,lesson_id_57,student_id_81
attendance_id_307,lesson_id_57,student_id_69
attendance_id_308,lesson_id_57,student_id_22
attendance_id_309,lesson_id_57,student_id_46
attendance_id_310,lesson_id_57,student_id_1
attendance_id_311,lesson_id_58,student_id_35
attendance_id_312,lesson_id_58,student_id_47
attendance_id_313,lesson_id_58,student_id_113
attendance_id_314,lesson_id_58,student_id_81
attendance_id_315,lesson_id_59,student_id_16
attendance_id_316,lesson_id_59,student_id_3
attendance_id_317,lesson_id_59,student_id_41
attendance_id_318,lesson_id_59,student_id_107
attendance_id_319,lesson_id_59,student_id_13
attendance_id_320,lesson_id_59,student_id_21
attendance_id_321,lesson_id_60,student_id_29
attendance_id_322,lesson_id_60,student_id_87
attendance_id_323,lesson_id_60,student_id_55
attendance_id_324,lesson_id_60,student_id_47
attendance_id_325,lesson_id_60,student_id_89
attendance_id_326,lesson_id_60,student_id_67
attendance_id_327,lesson_id_61,student_id_87
attendance_id_328,lesson_id_61,student_id_9
attendance_id_329,lesson_id_61,student_id_113
attendance_id_330,lesson_id_61,student_id_73
attendance_id_331,lesson_id_61,student_id_12
attendance_id_332,lesson_id_61,student_id_127
attendance_id_333,lesson_id_61,student_id_26
attendance_id_334,lesson_id_62,student_id_49
attendance_id_335,lesson_id_62,student_id_34
attendance_id_336,lesson_id_62,student_id_119
attendance_id_337,lesson_id_62,student_id_141
attendance_id_338,lesson_id_62,student_id_13
attendance_id_339,lesson_id_62,student_id_91
attendance_id_340,lesson_id_62,student_id_94
attendance_id_341,lesson_id_63,student_id_60
attendance_id_342,lesson_id_63,student_id_17
attendance_id_343,lesson_id_63,student_id_13
attendance_id_344,lesson_id_63,student_id_3
attendance_id_345,lesson_id_64,student_id_74
attendance_id_346,lesson_id_64,student_id_56
attendance_id_347,lesson_id_64,student_id_78
attendance_id_348,lesson_id_64,student_id_4
attendance_id_349,lesson_id_64,student_id_53
attendance_id_350,lesson_id_64,student_id_149
attendance_id_351,lesson_id_64,student_id_31
attendance_id_352,lesson_id_65,student_id_72
attendance_id_353,lesson_id_65,student_id_90
attendance_id_354,lesson_id_65,student_id_33
attendance_id_355,lesson_id_65,student_id_9
attendance_id_356,lesson_id_66,student_id_110
attendance_id_357,lesson_id_66,student_id_12
attendance_id_358,lesson_id_66,student_id_130
attendance_id_359,lesson_id_66,student_id_73
attendance_id_360,lesson_id_66,student_id_17
attendance_id_361,lesson_id_67,student_id_139
attendance_id_362,lesson_id_67,student_id_77
attendance_id_363,lesson_id_67,student_id_25
attendance_id_364,lesson_id_67,student_id_57
attendance_id_365,lesson_id_68,student_id_45
attendance_id_366,lesson_id_68,student_id_140
attendance_id_367,lesson_id_68,student_id_92
attendance_id_368,lesson_id_68,student_id_89
attendance_id_369,lesson_id_68,student_id_63
attendance_id_370,lesson_id_68,student_id_96
attendance_id_371,lesson_id_69,student_id_38
attendance_id_372,lesson_id_69,student_id_12
attendance_id_373,lesson_id_69,student_id_93
attendance_id_374,lesson_id_69,student_id_100
attendance_id_375,lesson_id_69,student_id_19
attendance_id_376,lesson_id_69,student_id_9
attendance_id_377,lesson_id_70,student_id_105
attendance_id_378,lesson_id_70,student_id_125
attendance_id_379,lesson_id_70,student_id_146
attendance_id_380,lesson_id_70,student_id_148
attendance_id_381,lesson_id_71,student_id_5
attendance_id_382,lesson_id_71,student_id_102
attendance_id_383,lesson_id_71,student_id_147
attendance_id_384,lesson_id_71,student_id_110
attendance_id_385,lesson_id_72,student_id_19
attendance_id_386,lesson_id_72,student_id_140
attendance_id_387,lesson_id_72,student_id_100
attendance_id_388,lesson_id_72,student_id_113
attendance_id_389,lesson_id_73,student_id_68
attendance_id_390,lesson_id_73,student_id_12
attendance_id_391,lesson_id_73,student_id_62
attendance_id_392,lesson_id_73,student_id_123
attendance_id_393,lesson_id_73,student_id_129
attendance_id_394,lesson_id_73,student_id_69
attendance_id_395,lesson_id_73,student_id_33
attendance_id_396,lesson_id_74,student_id_50
attendance_id_397,lesson_id_74,student_id_146
attendance_id_398,lesson_id_74,student_id_74
attendance_id_399,lesson_id_74,student_id_79
attendance_id_400,lesson_id_74,student_id_149
attendance_id_401,lesson_id_75,student_id_58
attendance_id_402,lesson_id_75,student_id_6
attendance_id_403,lesson_id_75,student_id_1
attendance_id_404,lesson_id_75,student_id_101
attendance_id_405,lesson_id_75,student_id_126
attendance_id_406,lesson_id_75,student_id_118
attendance_id_407,lesson_id_76,student_id_41
attendance_id_408,lesson_id_76,student_id_86
attendance_id_409,lesson_id_76,student_id_84
attendance_id_410,lesson_id_76,student_id_3
attendance_id_411,lesson_id_76,student_id_56
attendance_id_412,lesson_id_76,student_id_42
attendance_id_413,lesson_id_76,student_id_90
attendance_id_414,lesson_id_77,student_id_19
attendance_id_415,lesson_id_77,student_id_127
attendance_id_416,lesson_id_77,student_id_55
attendance_id_417,lesson_id_77,student_id_98
attendance_id_418,lesson_id_78,student_id_66
attendance_id_419,lesson_id_78,student_id_34
attendance_id_420,lesson_id_78,student_id_101
attendance_id_421,lesson_id_78,student_id_48
attendance_id_422,lesson_id_78,student_id_74
attendance_id_423,lesson_id_78,student_id_28
attendance_id_424,lesson_id_79,student_id_138
attendance_id_425,lesson_id_79,student_id_66
attendance_id_426,lesson_id_79,student_id_48
attendance_id_427,lesson_id_79,student_id_150
attendance_id_428,lesson_id_79,student_id_16
attendance_id_429,lesson_id_79,student_id_48
attendance_id_430,lesson_id_79,student_id_147
attendance_id_431,lesson_id_80,student_id_57
attendance_id_432,lesson_id_80,student_id_57
attendance_id_433,lesson_id_80,student_id_79
attendance_id_434,lesson_id_80,student_id_85
attendance_id_435,lesson_id_80,student_id_25
attendance_id_436,lesson_id_81,student_id_4
attendance_id_437,lesson_id_81,student_id_9
attendance_id_438,lesson_id_81,student_id_147
attendance_id_439,lesson_id_81,student_id_11
attendance_id_440,lesson_id_82,student_id_12
attendance_id_441,lesson_id_82,student_id_92
attendance_id_442,lesson_id_82,student_id_63
attendance_id_443,lesson_id_82,student_id_2
attendance_id_444,lesson_id_82,student_id_139
attendance_id_445,lesson_id_82,student_id_143
attendance_id_446,lesson_id_82,student_id_106
attendance_id_447,lesson_id_83,student_id_63
attendance_id_448,lesson_id_83,student_id_4
attendance_id_449,lesson_id_83,student_id_39
attendance_id_450,lesson_id_83,student_id_30
attendance_id_451,lesson_id_83,student_id_23
attendance_id_452,lesson_id_83,student_id_99
attendance_id_453,lesson_id_84,student_id_114
attendance_id_454,lesson_id_84,student_id_57
attendance_id_455,lesson_id_84,student_id_35
attendance_id_456,lesson_id_84,student_id_2
attendance_id_457,lesson_id_84,student_id_73
attendance_id_458,lesson_id_84,student_id_86
attendance_id_459,lesson_id_84,student_id_117
attendance_id_460,lesson_id_85,student_id_145
attendance_id_461,lesson_id_85,student_id_143
attendance_id_462,lesson_id_85,student_id_140
attendance_id_463,lesson_id_85,student_id_116
attendance_id_464,lesson_id_85,student_id_83
attendance_id_465,lesson_id_85,student_id_145
attendance_id_466,lesson_id_86,student_id_23
attendance_id_467,lesson_id_86,student_id_44
attendance_id_468,lesson_id_86,student_id_109
attendance_id_469,lesson_id_86,student_id_80
attendance_id_470,lesson_id_86,student_id_43
attendance_id_471,lesson_id_87,student_id_12
attendance_id_472,lesson_id_87,student_id_60
attendance_id_473,lesson_id_87,student_id_62
attendance_id_474,lesson_id_87,student_id_108
attendance_id_475,lesson_id_87,student_id_46
attendance_id_476,lesson_id_87,student_id_3
attendance_id_477,lesson_id_87,student_id_37
attendance_id_478,lesson_id_88,student_id_95
attendance_id_479,lesson_id_88,student_id_91
attendance_id_480,lesson_id_88,student_id_134
attendance_id_481,lesson_id_88,student_id_48
attendance_id_482,lesson_id_88,student_id_20
attendance_id_483,lesson_id_88,student_id_66
attendance_id_484,lesson_id_88,student_id_119
attendance_id_485,lesson_id_89,student_id_7
attendance_id_486,lesson_id_89,student_id_33
attendance_id_487,lesson_id_89,student_id_1
attendance_id_488,lesson_id_89,student_id_114
attendance_id_489,lesson_id_89,student_id_30
attendance_id_490,lesson_id_89,student_id_24
attendance_id_491,lesson_id_89,student_id_89
attendance_id_492,lesson_id_90,student_id_58
attendance_id_493,lesson_id_90,student_id_141
attendance_id_494,lesson_id_90,student_id_2
attendance_id_495,lesson_id_90,student_id_47
attendance_id_496,lesson_id_90,student_id_49
attendance_id_497,lesson_id_91,student_id_44
attendance_id_498,lesson_id_91,student_id_26
attendance_id_499,lesson_id_91,student_id_44
attendance_id_500,lesson_id_91,student_id_18
attendance_id_501,lesson_id_91,student_id_91
attendance_id_502,lesson_id_91,student_id_135
attendance_id_503,lesson_id_91,student_id_32
attendance_id_504,lesson_id_92,student_id_2
attendance_id_505,lesson_id_92,student_id_94
attendance_id_506,lesson_id_92,student_id_145
attendance_id_507,lesson_id_92,student_id_25
attendance_id_508,lesson_id_92,student_id_112
attendance_id_509,lesson_id_92,student_id_28
attendance_id_510,lesson_id_92,student_id_29
attendance_id_511,lesson_id_93,student_id_55
attendance_id_512,lesson_id_93,student_id_138
attendance_id_513,lesson_id_93,student_id_96
attendance_id_514,lesson_id_93,student_id_86
attendance_id_515,lesson_id_93,student_id_141
attendance_id_516,lesson_id_93,student_id_141
attendance_id_517,lesson_id_93,student_id_21
attendance_id_518,lesson_id_94,student_id_146
attendance_id_519,lesson_id_94,student_id_119
attendance_id_520,lesson_id_94,student_id_121
attendance_id_521,lesson_id_94,student_id_43
attendance_id_522,lesson_id_94,student_id_25
attendance_id_523,lesson_id_94,student_id_98
attendance_id_524,lesson_id_95,student_id_13
attendance_id_525,lesson_id_95,student_id_87
attendance_id_526,lesson_id_95,student_id_61
attendance_id_527,lesson_id_95,student_id_123
attendance_id_528,lesson_id_96,student_id_18
attendance_id_529,lesson_id_96,student_id_141
attendance_id_530,lesson_id_96,student_id_97
attendance_id_531,lesson_id_96,student_id_40
attendance_id_532,lesson_id_96,student_id_131
attendance_id_533,lesson_id_97,student_id_45
attendance_id_534,lesson_id_97,student_id_131
attendance_id_535,lesson_id_97,student_id_71
attendance_id_536,lesson_id_97,student_id_85
attendance_id_537,lesson_id_97,student_id_80
attendance_id_538,lesson_id_97,student_id_14
attendance_id_539,lesson_id_97,student_id_25
attendance_id_540,lesson_id_98,student_id_44
attendance_id_541,lesson_id_98,student_id_123
attendance_id_542,lesson_id_98,student_id_42
attendance_id_543,lesson_id_98,student_id_1
attendance_id_544,lesson_id_98,student_id_14
attendance_id_545,lesson_id_99,student_id_142
attendance_id_546,lesson_id_99,student_id_55
attendance_id_547,lesson_id_99,student_id_76
attendance_id_548,lesson_id_99,student_id_138
attendance_id_549,lesson_id_99,student_id_33
attendance_id_550,lesson_id_100,student_id_35
attendance_id_551,lesson_id_100,student_id_40
attendance_id_552,lesson_id_100,student_id_16
attendance_id_553,lesson_id_100,student_id_65
attendance_id_554,lesson_id_100,student_id_23
attendance_id_555,lesson_id_101,student_id_72
attendance_id_556,lesson_id_101,student_id_125
attendance_id_557,lesson_id_101,student_id_72
attendance_id_558,lesson_id_101,student_id_55
attendance_id_559,lesson_id_101,student_id_34
attendance_id_560,lesson_id_101,student_id_135
attendance_id_561,lesson_id_102,student_id_17
attendance_id_562,lesson_id_102,student_id_108
attendance_id_563,lesson_id_102,student_id_93
attendance_id_564,lesson_id_102,student_id_148
attendance_id_565,lesson_id_103,student_id_3
attendance_id_566,lesson_id_103,student_id_33
attendance_id_567,lesson_id_103,student_id_4
attendance_id_568,lesson_id_103,student_id_33
attendance_id_569,lesson_id_103,student_id_10
attendance_id_570,lesson_id_104,student_id_13
attendance_id_571,lesson_id_104,student_id_71
attendance_id_572,lesson_id_104,student_id_39
attendance_id_573,lesson_id_104,student_id_57
attendance_id_574,lesson_id_104,student_id_34
attendance_id_575,lesson_id_105,student_id_113
attendance_id_576,lesson_id_105,student_id_128
attendance_id_577,lesson_id_105,student_id_92
attendance_id_578,lesson_id_105,student_id_33
attendance_id_579,lesson_id_105,student_id_27
attendance_id_580,lesson_id_106,student_id_96
attendance_id_581,lesson_id_106,student_id_50
attendance_id_582,lesson_id_106,student_id_11
attendance_id_583,lesson_id_106,student_id_34
attendance_id_584,lesson_id_106,student_id_129
attendance_id_585,lesson_id_107,student_id_107
attendance_id_586,lesson_id_107,student_id_86
attendance_id_587,lesson_id_107,student_id_13
attendance_id_588,lesson_id_107,student_id_105
attendance_id_589,lesson_id_108,student_id_102
attendance_id_590,lesson_id_108,student_id_51
attendance_id_591,lesson_id_108,student_id_1
attendance_id_592,lesson_id_108,student_id_15
attendance_id_593,lesson_id_108,student_id_89
attendance_id_594,lesson_id_108,student_id_60
attendance_id_595,lesson_id_109,student_id_117
attendance_id_596,lesson_id_109,student_id_118
attendance_id_597,lesson_id_109,student_id_92
attendance_id_598,lesson_id_109,student_id_102
attendance_id_599,lesson_id_109,student_id_150
attendance_id_600,lesson_id_109,student_id_25
attendance_id_601,lesson_id_109,student_id_138
attendance_id_602,lesson_id_110,student_id_34
attendance_id_603,lesson_id_110,student_id_19
attendance_id_604,lesson_id_110,student_id_6
attendance_id_605,lesson_id_110,student_id_42
attendance_id_606,lesson_id_110,student_id_23
attendance_id_607,lesson_id_111,student_id_19
attendance_id_608,lesson_id_111,student_id_121
attendance_id_609,lesson_id_111,student_id_77
attendance_id_610,lesson_id_111,student_id_97
attendance_id_611,lesson_id_111,student_id_11
attendance_id_612,lesson_id_111,student_id_41
attendance_id_613,lesson_id_111,student_id_150
attendance_id_614,lesson_id_112,student_id_31
attendance_id_615,lesson_id_112,student_id_8
attendance_id_616,lesson_id_112,student_id_68
attendance_id_617,lesson_id_112,student_id_64
attendance_id_618,lesson_id_112,student_id_139
attendance_id_619,lesson_id_113,student_id_18
attendance_id_620,lesson_id_113,student_id_100
attendance_id_621,lesson_id_113,student_id_101
attendance_id_622,lesson_id_113,student_id_42
attendance_id_623,lesson_id_113,student_id_39
attendance_id_624,lesson_id_113,student_id_146
attendance_id_625,lesson_id_114,student_id_52
attendance_id_626,lesson_id_114,student_id_31
attendance_id_627,lesson_id_114,student_id_108
attendance_id_628,lesson_id_114,student_id_125
attendance_id_629,lesson_id_115,student_id_129
attendance_id_630,lesson_id_115,student_id_15
attendance_id_631,lesson_id_115,student_id_94
attendance_id_632,lesson_id_115,student_id_104
attendance_id_633,lesson_id_116,student_id_107
attendance_id_634,lesson_id_116,student_id_101
attendance_id_635,lesson_id_116,student_id_118
